fallacy_pk,family,soussousfamille,fallacy_name,shape,AIF_skosDirectRef,AIF_skosExceptionRef,AIF_skosMappingType,AIF_skosOther,attack_in_prod,source_doc,confidence,justification
843,Abus de langage,Fausse analogie,Fausse équivalence,full,DifferencesUndermineSimilarity_Conflict,Analogy_Inference,skos:closeMatch,,undermine,498-aif-fallacious-comparison-cluster.md,HIGH,P2 transcription — serialized verbatim from ratified cluster doc 498-aif-fallacious-comparison-cluster.md (explicit per-leaf Proposal line). Shape full. Attack layer already in prod (undermine/I-node); this tranche adds the skos layer only. 0 re-modeling (census P2: 'sérialisation d'un contenu vetté').
844,Abus de langage,Sophisme d’association,Sophisme d’association,full,BiasedClassification_Conflict,VerbalClassification_Inference,skos:closeMatch,,undercut,498-aif-association-fallacy-cluster.md,HIGH,P2 transcription — serialized verbatim from ratified cluster doc 498-aif-association-fallacy-cluster.md (explicit per-leaf Proposal line). Shape full. Attack layer already in prod (undercut/RA-node); this tranche adds the skos layer only. 0 re-modeling (census P2: 'sérialisation d'un contenu vetté').
845,Abus de langage,Sophisme d’association,Amalgame,full,ExceptionSimilarityCase_Conflict,ArbitraryVerbalClassification_Inference,skos:closeMatch,,undercut,498-aif-association-fallacy-cluster.md,HIGH,P2 transcription — serialized verbatim from ratified cluster doc 498-aif-association-fallacy-cluster.md (explicit per-leaf Proposal line). Shape full. Attack layer already in prod (undercut/RA-node); this tranche adds the skos layer only. 0 re-modeling (census P2: 'sérialisation d'un contenu vetté').
847,Abus de langage,Amphibologie,Amphibologie,exception,,VerbalClassification_Inference,skos:closeMatch,,undercut,498-aif-amphibologie-cluster.md,MED,"P2 transcription — serialized verbatim from ratified cluster doc 498-aif-amphibologie-cluster.md (explicit per-leaf Proposal line). Shape exception. Attack layer already in prod (undercut/RA-node); this tranche adds the skos layer only. 0 re-modeling (census P2: 'sérialisation d'un contenu vetté'). Exception pattern (legit scheme in ExceptionRef, no native CQ — doc FAIL-LOUD on DirectRef)."
849,Abus de langage,Amphibologie,Sophisme de portée modale,full,Logical_Conflict,Deductive_Inference,skos:closeMatch,,undercut,498-aif-amphibologie-cluster.md,HIGH,P2 transcription — serialized verbatim from ratified cluster doc 498-aif-amphibologie-cluster.md (explicit per-leaf Proposal line). Shape full. Attack layer already in prod (undercut/RA-node); this tranche adds the skos layer only. 0 re-modeling (census P2: 'sérialisation d'un contenu vetté').
850,Abus de langage,Amphibologie,Glissement du quantificateur,full,Logical_Conflict,Deductive_Inference,skos:narrowMatch,,undercut,498-aif-amphibologie-cluster.md,HIGH,P2 transcription — serialized verbatim from ratified cluster doc 498-aif-amphibologie-cluster.md (explicit per-leaf Proposal line). Shape full. Attack layer already in prod (undercut/RA-node); this tranche adds the skos layer only. 0 re-modeling (census P2: 'sérialisation d'un contenu vetté').
851,Abus de langage,Amphibologie,Accent,direct-conflict,ArbitraryVerbalClassification_Inference,,skos:closeMatch,,undercut,498-aif-amphibologie-cluster.md,HIGH,"P2 transcription — serialized verbatim from ratified cluster doc 498-aif-amphibologie-cluster.md (explicit per-leaf Proposal line). Shape direct-conflict. Attack layer already in prod (undercut/RA-node); this tranche adds the skos layer only. 0 re-modeling (census P2: 'sérialisation d'un contenu vetté'). Direct-conflict pattern (scheme as DirectRef, no ExceptionRef)."
852,Abus de langage,Amphibologie,Contraste illicite,direct-conflict,ArbitraryVerbalClassification_Inference,,skos:narrowMatch,,undercut,498-aif-amphibologie-cluster.md,HIGH,"P2 transcription — serialized verbatim from ratified cluster doc 498-aif-amphibologie-cluster.md (explicit per-leaf Proposal line). Shape direct-conflict. Attack layer already in prod (undercut/RA-node); this tranche adds the skos layer only. 0 re-modeling (census P2: 'sérialisation d'un contenu vetté'). Direct-conflict pattern (scheme as DirectRef, no ExceptionRef)."
854,Abus de langage,Amphibologie,Barbarisme,direct-conflict,VagueVerbalClassification_Inference,,skos:narrowMatch,,undercut,498-aif-amphibologie-cluster.md,HIGH,"P2 transcription — serialized verbatim from ratified cluster doc 498-aif-amphibologie-cluster.md (explicit per-leaf Proposal line). Shape direct-conflict. Attack layer already in prod (undercut/RA-node); this tranche adds the skos layer only. 0 re-modeling (census P2: 'sérialisation d'un contenu vetté'). Direct-conflict pattern (scheme as DirectRef, no ExceptionRef)."
855,Abus de langage,Equivoque,Équivoque,direct-conflict,VagueVerbalClassification_Inference,,skos:closeMatch,,undercut,498-aif-equivoque-polysemie-cluster.md,HIGH,"P2 transcription — serialized verbatim from ratified cluster doc 498-aif-equivoque-polysemie-cluster.md (explicit per-leaf Proposal line). Shape direct-conflict. Attack layer already in prod (undercut/RA-node); this tranche adds the skos layer only. 0 re-modeling (census P2: 'sérialisation d'un contenu vetté'). Direct-conflict pattern (scheme as DirectRef, no ExceptionRef)."
857,Abus de langage,Equivoque,Fausse précision,direct-conflict,ArbitraryVerbalClassification_Inference,,skos:closeMatch,,undercut,498-aif-equivoque-residual-cluster.md,HIGH,"P2 transcription — serialized verbatim from ratified cluster doc 498-aif-equivoque-residual-cluster.md (explicit per-leaf Proposal line). Shape direct-conflict. Attack layer already in prod (undercut/RA-node); this tranche adds the skos layer only. 0 re-modeling (census P2: 'sérialisation d'un contenu vetté'). Direct-conflict pattern (scheme as DirectRef, no ExceptionRef)."
859,Abus de langage,Equivoque,Argument de la barbe,exception,,VerbalSlipperySlope_Inference,skos:closeMatch,,undercut,498-aif-equivoque-residual-cluster.md,HIGH,"P2 transcription — serialized verbatim from ratified cluster doc 498-aif-equivoque-residual-cluster.md (explicit per-leaf Proposal line). Shape exception. Attack layer already in prod (undercut/RA-node); this tranche adds the skos layer only. 0 re-modeling (census P2: 'sérialisation d'un contenu vetté'). Exception pattern (legit scheme in ExceptionRef, no native CQ — doc FAIL-LOUD on DirectRef)."
860,Abus de langage,Equivoque,Glissement lexical polysémique,direct-conflict,VagueVerbalClassification_Inference,,skos:closeMatch,,undercut,498-aif-equivoque-polysemie-cluster.md,HIGH,"P2 transcription — serialized verbatim from ratified cluster doc 498-aif-equivoque-polysemie-cluster.md (explicit per-leaf Proposal line). Shape direct-conflict. Attack layer already in prod (undercut/RA-node); this tranche adds the skos layer only. 0 re-modeling (census P2: 'sérialisation d'un contenu vetté'). Direct-conflict pattern (scheme as DirectRef, no ExceptionRef)."
862,Abus de langage,Equivoque,Homonymie,direct-conflict,VagueVerbalClassification_Inference,,skos:broadMatch,,undercut,498-aif-equivoque-polysemie-cluster.md,HIGH,"P2 transcription — serialized verbatim from ratified cluster doc 498-aif-equivoque-polysemie-cluster.md (explicit per-leaf Proposal line). Shape direct-conflict. Attack layer already in prod (undercut/RA-node); this tranche adds the skos layer only. 0 re-modeling (census P2: 'sérialisation d'un contenu vetté'). Direct-conflict pattern (scheme as DirectRef, no ExceptionRef)."
863,Abus de langage,Equivoque,Hétérosémie,direct-conflict,VagueVerbalClassification_Inference,,skos:narrowMatch,,undercut,498-aif-equivoque-polysemie-cluster.md,HIGH,"P2 transcription — serialized verbatim from ratified cluster doc 498-aif-equivoque-polysemie-cluster.md (explicit per-leaf Proposal line). Shape direct-conflict. Attack layer already in prod (undercut/RA-node); this tranche adds the skos layer only. 0 re-modeling (census P2: 'sérialisation d'un contenu vetté'). Direct-conflict pattern (scheme as DirectRef, no ExceptionRef)."
864,Abus de langage,Equivoque,Sophisme jingle-jangle,direct-conflict,VagueVerbalClassification_Inference,,skos:closeMatch,,undercut,498-aif-equivoque-polysemie-cluster.md,HIGH,"P2 transcription — serialized verbatim from ratified cluster doc 498-aif-equivoque-polysemie-cluster.md (explicit per-leaf Proposal line). Shape direct-conflict. Attack layer already in prod (undercut/RA-node); this tranche adds the skos layer only. 0 re-modeling (census P2: 'sérialisation d'un contenu vetté'). Direct-conflict pattern (scheme as DirectRef, no ExceptionRef)."
865,Abus de langage,Equivoque,Changement sémantique,direct-conflict,VagueVerbalClassification_Inference,,skos:closeMatch,,undercut,498-aif-equivoque-residual-cluster.md,HIGH,"P2 transcription — serialized verbatim from ratified cluster doc 498-aif-equivoque-residual-cluster.md (explicit per-leaf Proposal line). Shape direct-conflict. Attack layer already in prod (undercut/RA-node); this tranche adds the skos layer only. 0 re-modeling (census P2: 'sérialisation d'un contenu vetté'). Direct-conflict pattern (scheme as DirectRef, no ExceptionRef)."
866,Abus de langage,Equivoque,Métonymie,direct-conflict,VerbalClassification_Inference,,skos:broadMatch,,undercut,498-aif-equivoque-residual-cluster.md,HIGH,"P2 transcription — serialized verbatim from ratified cluster doc 498-aif-equivoque-residual-cluster.md (explicit per-leaf Proposal line). Shape direct-conflict. Attack layer already in prod (undercut/RA-node); this tranche adds the skos layer only. 0 re-modeling (census P2: 'sérialisation d'un contenu vetté'). Direct-conflict pattern (scheme as DirectRef, no ExceptionRef)."
867,Abus de langage,Equivoque,Sophisme de confusion type-exemple,direct-conflict,Example_Inference,,skos:closeMatch,,undercut,498-aif-equivoque-reification-cluster.md,HIGH,"P2 transcription — serialized verbatim from ratified cluster doc 498-aif-equivoque-reification-cluster.md (explicit per-leaf Proposal line). Shape direct-conflict. Attack layer already in prod (undercut/RA-node); this tranche adds the skos layer only. 0 re-modeling (census P2: 'sérialisation d'un contenu vetté'). Direct-conflict pattern (scheme as DirectRef, no ExceptionRef)."
875,Abus de langage,Equivoque,Sophisme de la motte castrale,direct-conflict,VagueVerbalClassification_Inference,,skos:closeMatch,,undercut,498-aif-equivoque-reification-cluster.md,HIGH,"P2 transcription — serialized verbatim from ratified cluster doc 498-aif-equivoque-reification-cluster.md (explicit per-leaf Proposal line). Shape direct-conflict. Attack layer already in prod (undercut/RA-node); this tranche adds the skos layer only. 0 re-modeling (census P2: 'sérialisation d'un contenu vetté'). Direct-conflict pattern (scheme as DirectRef, no ExceptionRef)."
877,Abus de langage,Ambiguïté narrative,Fausse implication,direct-conflict,ConflictingGoals_Conflict,,skos:narrowMatch,,undercut,498-aif-narrative-ambiguity-insinuation-cluster.md,HIGH,"P2 transcription — serialized verbatim from ratified cluster doc 498-aif-narrative-ambiguity-insinuation-cluster.md (explicit per-leaf Proposal line). Shape direct-conflict. Attack layer already in prod (undercut/RA-node); this tranche adds the skos layer only. 0 re-modeling (census P2: 'sérialisation d'un contenu vetté'). Direct-conflict pattern (scheme as DirectRef, no ExceptionRef)."
878,Abus de langage,Ambiguïté narrative,Argument par l’insinuation,direct-conflict,ConflictingGoals_Conflict,,skos:closeMatch,,undercut,498-aif-narrative-ambiguity-insinuation-cluster.md,HIGH,"P2 transcription — serialized verbatim from ratified cluster doc 498-aif-narrative-ambiguity-insinuation-cluster.md (explicit per-leaf Proposal line). Shape direct-conflict. Attack layer already in prod (undercut/RA-node); this tranche adds the skos layer only. 0 re-modeling (census P2: 'sérialisation d'un contenu vetté'). Direct-conflict pattern (scheme as DirectRef, no ExceptionRef)."
879,Abus de langage,Ambiguïté narrative,Compliment empoisonné,direct-conflict,OpposedCommitment_Conflict,,skos:closeMatch,,undercut,498-aif-narrative-ambiguity-insinuation-cluster.md,HIGH,"P2 transcription — serialized verbatim from ratified cluster doc 498-aif-narrative-ambiguity-insinuation-cluster.md (explicit per-leaf Proposal line). Shape direct-conflict. Attack layer already in prod (undercut/RA-node); this tranche adds the skos layer only. 0 re-modeling (census P2: 'sérialisation d'un contenu vetté'). Direct-conflict pattern (scheme as DirectRef, no ExceptionRef)."
880,Abus de langage,Ambiguïté narrative,Indiscrétion anonyme,full,LackOfCompleteKnowledge_Conflict,PositionToKnow_Inference,skos:narrowMatch,,undercut,498-aif-narrative-ambiguity-insinuation-cluster.md,HIGH,P2 transcription — serialized verbatim from ratified cluster doc 498-aif-narrative-ambiguity-insinuation-cluster.md (explicit per-leaf Proposal line). Shape full. Attack layer already in prod (undercut/RA-node); this tranche adds the skos layer only. 0 re-modeling (census P2: 'sérialisation d'un contenu vetté').
881,Abus de langage,Ambiguïté narrative,Propagande grise,full,ExpertiseInconsistency_Conflict,ExpertOpinion_Inference,skos:narrowMatch,,undercut,498-aif-narrative-ambiguity-deception-cluster.md,HIGH,P2 transcription — serialized verbatim from ratified cluster doc 498-aif-narrative-ambiguity-deception-cluster.md (explicit per-leaf Proposal line). Shape full. Attack layer already in prod (undercut/RA-node); this tranche adds the skos layer only. 0 re-modeling (census P2: 'sérialisation d'un contenu vetté').
882,Abus de langage,Ambiguïté narrative,Campagne de murmures,full,LackOfCompleteKnowledge_Conflict,PositionToKnow_Inference,skos:narrowMatch,,undercut,498-aif-narrative-ambiguity-deception-cluster.md,HIGH,P2 transcription — serialized verbatim from ratified cluster doc 498-aif-narrative-ambiguity-deception-cluster.md (explicit per-leaf Proposal line). Shape full. Attack layer already in prod (undercut/RA-node); this tranche adds the skos layer only. 0 re-modeling (census P2: 'sérialisation d'un contenu vetté').
883,Abus de langage,Ambiguïté narrative,Propagande noire,full,ExpertiseInconsistency_Conflict,ExpertOpinion_Inference,skos:closeMatch,,undercut,498-aif-narrative-ambiguity-deception-cluster.md,HIGH,P2 transcription — serialized verbatim from ratified cluster doc 498-aif-narrative-ambiguity-deception-cluster.md (explicit per-leaf Proposal line). Shape full. Attack layer already in prod (undercut/RA-node); this tranche adds the skos layer only. 0 re-modeling (census P2: 'sérialisation d'un contenu vetté').
884,Abus de langage,Ambiguïté narrative,Interrogatoire clandestin,full,ConflictingGoals_Conflict,PracticalReasoning_Inference,skos:narrowMatch,,undercut,498-aif-narrative-ambiguity-deception-cluster.md,HIGH,P2 transcription — serialized verbatim from ratified cluster doc 498-aif-narrative-ambiguity-deception-cluster.md (explicit per-leaf Proposal line). Shape full. Attack layer already in prod (undercut/RA-node); this tranche adds the skos layer only. 0 re-modeling (census P2: 'sérialisation d'un contenu vetté').
885,Abus de langage,Ambiguïté narrative,Prêcher le faux pour savoir le vrai,direct-conflict,Bias_Inference,,skos:narrowMatch,,undercut,498-aif-narrative-ambiguity-deception-cluster.md,HIGH,"P2 transcription — serialized verbatim from ratified cluster doc 498-aif-narrative-ambiguity-deception-cluster.md (explicit per-leaf Proposal line). Shape direct-conflict. Attack layer already in prod (undercut/RA-node); this tranche adds the skos layer only. 0 re-modeling (census P2: 'sérialisation d'un contenu vetté'). Direct-conflict pattern (scheme as DirectRef, no ExceptionRef)."
886,Abus de langage,Ambiguïté narrative,Polytélie,direct-conflict,ConflictingGoals_Conflict,,skos:closeMatch,,undercut,498-aif-narrative-ambiguity-deception-cluster.md,HIGH,"P2 transcription — serialized verbatim from ratified cluster doc 498-aif-narrative-ambiguity-deception-cluster.md (explicit per-leaf Proposal line). Shape direct-conflict. Attack layer already in prod (undercut/RA-node); this tranche adds the skos layer only. 0 re-modeling (census P2: 'sérialisation d'un contenu vetté'). Direct-conflict pattern (scheme as DirectRef, no ExceptionRef)."
