virtue_pk,virtue_title,prevented_family_pk,prevented_family_name,crossLink_Opposes,opposed_fallacies_readable,AIF_skosDirectRef,AIF_skosMappingType,link_type,justification
46,Autodérision éclairée,887,Tricherie,300;420,300 Connivence . 420 Jeu de pouvoir,Argument from Commitment,L'autodérision favorise-t-elle une discussion ouverte plutôt qu'une stratégie de domination ou de connivence ?,crossLink_Opposes,L'autodérision éclairée prévient la manipulation relationnelle en restaurant un engagement d'humilité au service du débat.
47,Humour inclusif,887,Tricherie,219;1174,219 Humour . 1174 Biais culturels,Argument from Values,L'humour inclut-il l'auditoire sans exploiter de stéréotypes ni exclure des personnes ?,crossLink_Opposes,L'humour inclusif prévient la plaisanterie discriminante en restaurant la question de la compatibilité de l'humour avec le respect de la diversité.
48,Style adapté,887,Tricherie,247;876,247 Poésie . 876 Ambiguïté narrative,Argument from Analogy,Le style ou l'image employés éclairent-ils réellement le propos sans le rendre ambigu ?,crossLink_Opposes,Le style adapté prévient l'embellissement trompeur en restaurant l'exigence que les procédés stylistiques clarifient le message.
49,Éloquence véridique,887,Tricherie,247;889,247 Poésie . 889 Mensonge,Argument from Verbal Classification,L'expression éloquente demeure-t-elle fidèle au contenu initial de l'argument ?,crossLink_Opposes,L'éloquence véridique prévient la déformation stylistique en restaurant la fidélité entre la forme persuasive et la thèse soutenue.
50,Figures soutenant la clarté,887,Tricherie,247;847,247 Poésie . 847 Amphibologie,Argument from Analogy,La figure de style rend-elle l'argument plus intelligible sans créer d'ambiguïté ?,crossLink_Opposes,Les figures soutenant la clarté préviennent l'obscurcissement poétique en restaurant la question de leur contribution réelle à la compréhension.
52,Neutralité émotionnelle,887,Tricherie,300;177,300 Connivence . 177 Langage persuasif,Argument from Bias,L'adhésion recherchée repose-t-elle sur des raisons plutôt que sur une complicité émotionnelle biaisée ?,crossLink_Opposes,La neutralité émotionnelle prévient l'adhésion manipulée en restaurant l'exigence d'une évaluation non captée par la connivence affective.
53,Sobriété dramatique,887,Tricherie,340;357,340 Appel aux conséquences . 357 Conditionnement,Argument from Consequences,"Les conséquences sont-elles présentées avec proportion, sans dramatisation qui fausse leur probabilité ou leur gravité ?",crossLink_Opposes,La sobriété dramatique prévient la dramatisation manipulatrice en restaurant l'évaluation proportionnée des conséquences invoquées.
54,Sans chantage aux conséquences,887,Tricherie,340;420,340 Appel aux conséquences . 420 Jeu de pouvoir,Argument from Consequences,Les conséquences invoquées sont-elles pertinentes sans servir de menace ni de chantage ?,crossLink_Opposes,Le refus du chantage aux conséquences prévient l'intimidation argumentative en restaurant la question de la pertinence non coercitive des conséquences.
56,Transparence,887,Tricherie,889;953,889 Mensonge . 953 Attention sélective,Argument from Commitment,Les intentions et informations pertinentes sont-elles déclarées franchement plutôt que dissimulées ?,crossLink_Opposes,La transparence prévient la tromperie par omission ou orientation cachée en restaurant l'engagement de franchise dans l'échange.
57,Neutralité bienveillante,887,Tricherie,420;511,420 Jeu de pouvoir . 511 Influence non verbale,Argument from Bias,La posture envers l'autre est-elle libre de stratégie d'emprise ou d'ascendant psychologique ?,crossLink_Opposes,La neutralité bienveillante prévient la domination implicite en restaurant l'exigence d'une relation argumentative non biaisée par l'emprise.
58,Posture appropriée,887,Tricherie,511;420,511 Influence non verbale . 420 Jeu de pouvoir,Argument from Commitment,La posture et les comportements soutiennent-ils loyalement la discussion sans exercer d'influence indue ?,crossLink_Opposes,La posture appropriée prévient la manipulation comportementale en restaurant l'engagement à une attitude adaptée et loyale dans le débat.
