dataset,key,link_lang,resolved_url
fallacies,141,ru,https://ru.wikipedia.org/wiki/%D0%97%D0%BD%D0%B0%D0%BD%D0%B8%D0%B5_%D0%B7%D0%B0%D0%B4%D0%BD%D0%B8%D0%BC_%D1%87%D0%B8%D1%81%D0%BB%D0%BE%D0%BC
fallacies,159,ru,https://ru.wikipedia.org/wiki/%D0%90%D0%B2%D1%82%D0%BE%D1%80%D1%81%D0%BA%D0%B8%D0%B9_%D0%B7%D0%B0%D0%BC%D1%8B%D1%81%D0%B5%D0%BB
fallacies,167,ru,https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%B8%D0%BD%D1%86%D0%B8%D0%BF_%D0%B4%D0%BE%D0%B2%D0%B5%D1%80%D0%B8%D1%8F
fallacies,168,ru,https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%B4%D0%BC%D0%B5%D0%BD%D0%B0_%D1%82%D0%B5%D0%B7%D0%B8%D1%81%D0%B0
fallacies,173,ru,https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D1%80%D0%B5%D0%B9%D0%B4%D0%BE%D0%BB%D0%B8%D1%8F
fallacies,175,ru,https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D1%86%D0%B8%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%B5_%D0%B2%D0%BB%D0%B8%D1%8F%D0%BD%D0%B8%D0%B5
fallacies,177,ru,https://ru.wikipedia.org/wiki/%D0%AF%D0%B7%D1%8B%D0%BA%D0%BE%D0%B2%D0%BE%D0%B5_%D0%BC%D0%B0%D0%BD%D0%B8%D0%BF%D1%83%D0%BB%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5
fallacies,185,ru,https://ru.wikipedia.org/wiki/%D0%9A%D0%BB%D0%B8%D1%88%D0%B5_%28%D0%B8%D1%81%D0%BA%D1%83%D1%81%D1%81%D1%82%D0%B2%D0%BE%29
fallacies,192,ru,https://ru.wikipedia.org/wiki/%D0%93%D0%BE%D0%B2%D0%BE%D1%80%D0%BB%D0%B8%D0%B2%D0%BE%D1%81%D1%82%D1%8C
fallacies,199,ru,https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BD%D1%86%D0%B5%D0%BB%D1%8F%D1%80%D0%B8%D1%82
fallacies,201,ru,https://ru.wikipedia.org/wiki/%D0%AF%D0%B7%D1%8B%D0%BA_%D0%B7%D0%B0%D0%BA%D0%BE%D0%BD%D0%B0
fallacies,202,ru,https://ru.wikipedia.org/wiki/%D0%9E%D0%B1%D1%81%D0%BA%D1%83%D1%80%D0%B0%D0%BD%D1%82%D0%B8%D0%B7%D0%BC
fallacies,209,ru,https://ru.wikipedia.org/wiki/%D0%A0%D1%83%D0%B1%D1%80%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D1%8F
fallacies,210,ru,https://ru.wikipedia.org/wiki/%D0%A0%D1%83%D0%B1%D1%80%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D1%8F
fallacies,215,ru,https://ru.wikipedia.org/wiki/%D0%A5%D0%B0%D0%BC%D1%81%D1%82%D0%B2%D0%BE
fallacies,222,ru,https://ru.wikipedia.org/wiki/%D0%A1%D1%8E%D1%80%D1%80%D0%B5%D0%B0%D0%BB%D0%B8%D1%81%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D1%8E%D0%BC%D0%BE%D1%80
fallacies,224,ru,https://ru.wikipedia.org/wiki/%D0%91%D1%83%D1%80%D0%BB%D0%B5%D1%81%D0%BA
fallacies,225,ru,https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D1%80%D0%B0%D0%B4%D0%BE%D0%BA%D1%81_%D0%BB%D0%B6%D0%B5%D1%86%D0%B0
fallacies,229,ru,https://ru.wikipedia.org/wiki/%D0%94%D0%B2%D1%83%D1%81%D0%BC%D1%8B%D1%81%D0%BB%D0%B5%D0%BD%D0%BD%D0%BE%D1%81%D1%82%D1%8C
fallacies,233,ru,https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%B5%D1%83%D0%B2%D0%B5%D0%BB%D0%B8%D1%87%D0%B5%D0%BD%D0%B8%D0%B5
fallacies,235,ru,https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D1%80%D0%BE%D0%B4%D0%B8%D1%8F
fallacies,236,ru,https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D0%BB%D0%BB%D0%B5%D1%80%D0%B8%D0%B7%D0%BC
fallacies,238,ru,https://ru.wikipedia.org/wiki/%D0%98%D1%80%D0%BE%D0%BD%D0%B8%D1%8F
fallacies,239,ru,https://ru.wikipedia.org/wiki/%D0%98%D1%80%D0%BE%D0%BD%D0%B8%D1%8F
fallacies,240,ru,https://ru.wikipedia.org/wiki/%D0%98%D1%80%D0%BE%D0%BD%D0%B8%D1%8F
fallacies,241,ru,https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D1%80%D0%BA%D0%B0%D0%B7%D0%BC
fallacies,242,ru,https://ru.wikipedia.org/wiki/Deadpan
fallacies,244,ru,https://ru.wikipedia.org/wiki/%D0%A6%D0%B8%D0%BD%D0%B8%D0%B7%D0%BC
fallacies,246,ru,https://ru.wikipedia.org/wiki/%D0%9D%D0%B8%D0%B3%D0%B8%D0%BB%D0%B8%D0%B7%D0%BC
fallacies,251,ru,https://ru.wikipedia.org/wiki/%D0%91%D0%BB%D0%B0%D0%B3%D0%BE%D0%B7%D0%B2%D1%83%D1%87%D0%B8%D0%B5
fallacies,253,ru,https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D1%82%D0%B0%D0%BF%D0%BB%D0%B0%D0%B7%D0%BC
fallacies,254,ru,https://ru.wikipedia.org/wiki/%D0%90%D1%81%D1%81%D0%B8%D0%BC%D0%B8%D0%BB%D1%8F%D1%86%D0%B8%D1%8F_%28%D0%BB%D0%B8%D0%BD%D0%B3%D0%B2%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B0%29
fallacies,259,ru,https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D0%B0%D1%84%D0%BE%D1%80%D0%B0
fallacies,260,ru,https://ru.wikipedia.org/wiki/%D0%AD%D0%BF%D0%B8%D1%84%D0%BE%D1%80%D0%B0_%28%D1%80%D0%B8%D1%82%D0%BE%D1%80%D0%B8%D0%BA%D0%B0%29
fallacies,261,ru,https://ru.wikipedia.org/wiki/%D0%A1%D0%B8%D0%BC%D0%BF%D0%BB%D0%BE%D0%BA%D0%B0
fallacies,265,ru,https://ru.wikipedia.org/wiki/%D0%90%D0%B4%D0%B8%D0%BD%D0%B0%D1%82%D0%BE%D0%BD
fallacies,267,ru,https://ru.wikipedia.org/wiki/%D0%93%D0%B5%D0%BD%D0%B4%D0%B8%D0%B0%D0%B4%D0%B8%D1%81
fallacies,268,ru,https://ru.wikipedia.org/wiki/%D0%97%D0%B5%D0%B2%D0%B3%D0%BC%D0%B0
fallacies,270,ru,https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D1%80%D0%B0%D1%84%D1%80%D0%B0%D0%B7
fallacies,272,ru,https://ru.wikipedia.org/wiki/%D0%A2%D0%B0%D0%B2%D1%82%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F_%28%D1%80%D0%B8%D1%82%D0%BE%D1%80%D0%B8%D0%BA%D0%B0%29
fallacies,273,ru,https://ru.wikipedia.org/wiki/%D0%AD%D0%BB%D0%BB%D0%B8%D0%BF%D1%81%D0%B8%D1%81
fallacies,275,ru,https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D1%82%D0%B8%D1%84%D1%80%D0%B0%D0%B7%D0%B8%D1%81
fallacies,277,ru,https://ru.wikipedia.org/wiki/%D0%90%D0%BF%D0%BE%D1%84%D0%B0%D0%B7%D0%B8%D1%8F
fallacies,278,ru,https://ru.wikipedia.org/wiki/%D0%97%D0%B5%D0%B2%D0%B3%D0%BC%D0%B0
fallacies,279,ru,https://ru.wikipedia.org/wiki/%D0%97%D0%B5%D0%B2%D0%B3%D0%BC%D0%B0
fallacies,280,ru,https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%BB%D1%8E%D0%B7%D0%B8%D1%8F
fallacies,287,ru,https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%BE%D0%BB%D0%B5%D0%BF%D1%81%D0%B8%D1%81
fallacies,302,ru,https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%BB%D0%BE-%D1%8D%D1%84%D1%84%D0%B5%D0%BA%D1%82
fallacies,310,ru,https://ru.wikipedia.org/wiki/%D0%A5%D0%BB%D0%B5%D0%B1%D0%B0_%D0%B8_%D0%B7%D1%80%D0%B5%D0%BB%D0%B8%D1%89
fallacies,320,ru,https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%B4%D1%83%D0%BC%D0%B0%D0%B9%D1%82%D0%B5_%D0%BE_%D0%B4%D0%B5%D1%82%D1%8F%D1%85
fallacies,338,ru,https://ru.wikipedia.org/wiki/FUD
fallacies,339,ru,https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D1%80%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F_%D0%BF%D0%B0%D0%BD%D0%B8%D0%BA%D0%B0
fallacies,340,ru,https://ru.wikipedia.org/wiki/%D0%90%D1%80%D0%B3%D1%83%D0%BC%D0%B5%D0%BD%D1%82_%D0%BA_%D0%BF%D0%BE%D1%81%D0%BB%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%B8%D1%8F%D0%BC
fallacies,343,ru,https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D0%BB%D0%BE%D1%87%D0%BD%D1%8B%D0%B9_%D0%B4%D0%BE%D0%B2%D0%BE%D0%B4
fallacies,350,ru,https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D0%BD%D1%81%D0%BF%D0%BB%D0%B5%D0%B9%D0%BD%D0%B8%D0%BD%D0%B3
fallacies,358,ru,https://ru.wikipedia.org/wiki/%D0%A4%D1%80%D0%B5%D0%B9%D0%BC_%28%D1%81%D0%BE%D1%86%D0%B8%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5_%D0%BD%D0%B0%D1%83%D0%BA%D0%B8%29
fallacies,367,ru,https://ru.wikipedia.org/wiki/%D0%AD%D1%84%D1%84%D0%B5%D0%BA%D1%82_%D1%81%D0%BF%D1%8F%D1%89%D0%B5%D0%B3%D0%BE
fallacies,368,ru,https://ru.wikipedia.org/wiki/%D0%AD%D1%84%D1%84%D0%B5%D0%BA%D1%82_%D0%B8%D0%BB%D0%BB%D1%8E%D0%B7%D0%B8%D0%B8_%D0%BF%D1%80%D0%B0%D0%B2%D0%B4%D1%8B
fallacies,370,ru,https://ru.wikipedia.org/wiki/%D0%AD%D1%84%D1%84%D0%B5%D0%BA%D1%82_%D0%91%D0%B0%D1%80%D0%BD%D1%83%D0%BC%D0%B0
fallacies,373,ru,https://ru.wikipedia.org/wiki/%D0%A5%D0%BE%D0%BB%D0%BE%D0%B4%D0%BD%D0%BE%D0%B5_%D1%87%D1%82%D0%B5%D0%BD%D0%B8%D0%B5
fallacies,374,ru,https://ru.wikipedia.org/wiki/%D0%A5%D0%BE%D0%BB%D0%BE%D0%B4%D0%BD%D0%BE%D0%B5_%D1%87%D1%82%D0%B5%D0%BD%D0%B8%D0%B5
fallacies,375,ru,https://ru.wikipedia.org/wiki/%D0%A5%D0%BE%D0%BB%D0%BE%D0%B4%D0%BD%D0%BE%D0%B5_%D1%87%D1%82%D0%B5%D0%BD%D0%B8%D0%B5
fallacies,376,ru,https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%B8%D0%BD%D1%86%D0%B8%D0%BF%D1%8B_%D0%9D%D0%9B%D0%9F
fallacies,377,ru,https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%B8%D0%BD%D1%86%D0%B8%D0%BF%D1%8B_%D0%9D%D0%9B%D0%9F
fallacies,378,ru,https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D0%BF%D0%BF%D0%BE%D1%80%D1%82_%28%D0%BF%D1%81%D0%B8%D1%85%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F%29
fallacies,379,ru,https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%B8%D0%BD%D1%86%D0%B8%D0%BF%D1%8B_%D0%9D%D0%9B%D0%9F
fallacies,380,ru,https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%B8%D0%BD%D1%86%D0%B8%D0%BF%D1%8B_%D0%9D%D0%9B%D0%9F
fallacies,381,ru,https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%B8%D0%BD%D1%86%D0%B8%D0%BF%D1%8B_%D0%9D%D0%9B%D0%9F
fallacies,382,ru,https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%B8%D0%BD%D1%86%D0%B8%D0%BF%D1%8B_%D0%9D%D0%9B%D0%9F
fallacies,384,ru,https://ru.wikipedia.org/wiki/%D0%9E%D0%BF%D0%B5%D1%80%D0%B0%D0%BD%D1%82%D0%BD%D0%BE%D0%B5_%D0%BE%D0%B1%D1%83%D1%81%D0%BB%D0%BE%D0%B2%D0%BB%D0%B8%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5
fallacies,387,ru,https://ru.wikipedia.org/wiki/%D0%A8%D0%B5%D0%B9%D0%BF%D0%B8%D0%BD%D0%B3_%28%D0%BF%D1%81%D0%B8%D1%85%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F%29
fallacies,390,ru,https://ru.wikipedia.org/wiki/%D0%AD%D1%84%D1%84%D0%B5%D0%BA%D1%82_%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%B0%D1%81%D1%82%D0%B0
fallacies,391,ru,https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%B4%D0%BA%D1%80%D0%B5%D0%BF%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5_%28%D0%BF%D1%81%D0%B8%D1%85%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F%29
fallacies,392,ru,https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D0%BC%D0%BE%D0%B8%D1%81%D0%BF%D0%BE%D0%BB%D0%BD%D1%8F%D1%8E%D1%89%D0%B5%D0%B5%D1%81%D1%8F_%D0%BF%D1%80%D0%BE%D1%80%D0%BE%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%BE
fallacies,397,ru,https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D0%BC%D0%BE%D0%BE%D1%82%D0%BC%D0%B5%D0%BD%D1%8F%D1%8E%D1%89%D0%B5%D0%B5%D1%81%D1%8F_%D0%BF%D1%80%D0%BE%D1%80%D0%BE%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%BE
fallacies,399,ru,https://ru.wikipedia.org/wiki/%D0%AD%D1%84%D1%84%D0%B5%D0%BA%D1%82_%D0%A0%D0%BE%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D0%BB%D1%8F
fallacies,400,ru,https://ru.wikipedia.org/wiki/%D0%AD%D1%84%D1%84%D0%B5%D0%BA%D1%82_%D0%93%D0%BE%D0%BB%D0%B5%D0%BC%D0%B0
fallacies,401,ru,https://ru.wikipedia.org/wiki/%D0%AD%D1%84%D1%84%D0%B5%D0%BA%D1%82_%D0%9C%D0%B0%D1%82%D1%84%D0%B5%D1%8F
fallacies,405,ru,https://ru.wikipedia.org/wiki/%D0%98%D0%BB%D0%BB%D1%8E%D0%B7%D0%B8%D0%BE%D0%BD%D0%B8%D0%B7%D0%BC
fallacies,412,ru,https://ru.wikipedia.org/wiki/%D0%A3%D0%BC%D0%BD%D1%8B%D0%B9_%D0%93%D0%B0%D0%BD%D1%81
fallacies,414,ru,https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D1%86%D0%B8%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F_%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80%D0%B8%D1%8F_%28%D1%81%D0%BE%D1%86%D0%B8%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F%29
fallacies,415,ru,https://ru.wikipedia.org/wiki/%D0%A2%D0%B5%D0%BE%D1%80%D0%B8%D1%8F_%D0%BF%D0%BE%D0%B4%D1%82%D0%B0%D0%BB%D0%BA%D0%B8%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F
fallacies,416,ru,https://ru.wikipedia.org/wiki/%D0%A2%D1%91%D0%BC%D0%BD%D1%8B%D0%B5_%D0%BF%D0%B0%D1%82%D1%82%D0%B5%D1%80%D0%BD%D1%8B
fallacies,417,ru,https://ru.wikipedia.org/wiki/%D0%9A%D0%BB%D0%B8%D0%BA%D0%B1%D0%B5%D0%B9%D1%82
fallacies,423,ru,https://ru.wikipedia.org/wiki/%D0%A5%D0%B2%D0%B0%D1%81%D1%82%D0%BE%D0%B2%D1%81%D1%82%D0%B2%D0%BE
fallacies,424,ru,https://ru.wikipedia.org/wiki/%D0%9D%D0%B5%D0%B9%D0%BC%D0%B4%D1%80%D0%BE%D0%BF%D0%BF%D0%B8%D0%BD%D0%B3
fallacies,426,ru,https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D0%BC%D0%B1%D0%B0%D1%80%D0%B4%D0%B8%D1%80%D0%BE%D0%B2%D0%BA%D0%B0_%D0%BB%D1%8E%D0%B1%D0%BE%D0%B2%D1%8C%D1%8E
fallacies,427,ru,https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%BE%D0%BA%D0%BE%D0%B4%D0%B8%D0%BB%D0%BE%D0%B2%D1%8B_%D1%81%D0%BB%D1%91%D0%B7%D1%8B
fallacies,430,ru,https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%B2%D0%B5%D1%80%D1%85%D0%BD%D0%BE%D1%81%D1%82%D0%BD%D0%BE%D0%B5_%D0%BE%D1%87%D0%B0%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5
fallacies,433,ru,https://ru.wikipedia.org/wiki/%D0%98%D1%80%D1%80%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%B5_%D1%83%D1%81%D0%B8%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5
fallacies,434,ru,https://ru.wikipedia.org/wiki/%D0%9D%D0%BE%D0%B3%D0%B0_%D0%B2_%D0%B4%D0%B2%D0%B5%D1%80%D0%B8
fallacies,443,ru,https://ru.wikipedia.org/wiki/%D0%94%D0%B2%D0%B5%D1%80%D1%8C_%D0%B2_%D0%BB%D0%B8%D1%86%D0%BE
fallacies,455,ru,https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D1%86%D0%B8%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F_%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80%D0%B8%D1%8F
fallacies,458,ru,https://ru.wikipedia.org/wiki/%D0%AD%D1%84%D1%84%D0%B5%D0%BA%D1%82_%D0%A1%D1%82%D1%80%D1%83%D0%BF%D0%B0
fallacies,459,ru,https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%B7%D0%BB%D0%B0%D0%B9%D1%82%D0%B8%D0%BD%D0%B3
fallacies,461,ru,https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D0%BD%D0%B0
fallacies,464,ru,https://ru.wikipedia.org/wiki/%D0%AD%D0%BC%D0%BE%D1%86%D0%B8%D0%BE%D0%BD%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9_%D1%88%D0%B0%D0%BD%D1%82%D0%B0%D0%B6
fallacies,468,ru,https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D0%BB%D0%BE%D1%87%D0%BD%D1%8B%D0%B9_%D0%B4%D0%BE%D0%B2%D0%BE%D0%B4
fallacies,470,ru,https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D1%80%D0%B1%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F_%D0%B0%D0%B3%D1%80%D0%B5%D1%81%D1%81%D0%B8%D1%8F
fallacies,479,ru,https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%B8%D1%81%D1%82%D0%B0%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5
fallacies,482,ru,https://ru.wikipedia.org/wiki/%D0%A1%D0%BB%D0%B0%D1%82%D1%88%D0%B5%D0%B9%D0%BC%D0%B8%D0%BD%D0%B3
fallacies,484,ru,https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D0%B0%D0%BB%D0%BA%D0%B8%D0%BD%D0%B3_%28%D0%BF%D1%80%D0%B5%D1%81%D0%BB%D0%B5%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5%29
fallacies,485,ru,https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D1%81%D1%81%D0%B8%D0%B2%D0%BD%D0%BE-%D0%B0%D0%B3%D1%80%D0%B5%D1%81%D1%81%D0%B8%D0%B2%D0%BD%D0%BE%D0%B5_%D0%BF%D0%BE%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D0%B5
fallacies,486,ru,https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D0%BA%D0%B0%D0%B7%D0%B0%D0%BD%D0%B8%D0%B5_%D0%BC%D0%BE%D0%BB%D1%87%D0%B0%D0%BD%D0%B8%D0%B5%D0%BC
fallacies,494,ru,https://ru.wikipedia.org/wiki/%D0%91%D1%80%D0%B5%D0%B4_%D0%BF%D1%80%D0%B5%D1%81%D0%BB%D0%B5%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F
fallacies,495,ru,https://ru.wikipedia.org/wiki/%D0%A2%D1%80%D0%B8%D0%B0%D0%BD%D0%B3%D1%83%D0%BB%D1%8F%D1%86%D0%B8%D1%8F_%28%D0%BF%D1%81%D0%B8%D1%85%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F%29
fallacies,503,ru,https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D1%80%D1%86%D0%B8%D1%81%D1%81%D0%B8%D0%B7%D0%BC_%D0%BD%D0%B0_%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B5%D0%BC_%D0%BC%D0%B5%D1%81%D1%82%D0%B5
fallacies,506,ru,https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D0%BD%D1%82%D0%B0%D0%BB%D0%B8%D1%82%D0%B5%D1%82_%D0%BA%D1%80%D0%B0%D0%B1%D0%B0
fallacies,507,ru,https://ru.wikipedia.org/wiki/%D0%A1%D0%B8%D0%BD%D0%B4%D1%80%D0%BE%D0%BC_%D0%B2%D1%8B%D1%81%D0%BE%D0%BA%D0%BE%D0%B3%D0%BE_%D0%BC%D0%B0%D0%BA%D0%B0
fallacies,514,ru,https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D1%80%D0%B0%D0%BB%D0%B8%D0%BD%D0%B3%D0%B2%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B0
fallacies,515,ru,https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D1%80%D0%B0%D0%BB%D0%B8%D0%BD%D0%B3%D0%B2%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B0
