virtue_pk,virtue_title,prevented_family_pk,prevented_family_name,crossLink_Opposes,opposed_fallacies_readable,AIF_skosDirectRef,AIF_skosMappingType,link_type,justification
117,Syllogisme Felapton,696,Erreur de raisonnement,784;735,784 Syllogisme invalide . 735 Erreur de quantification,Argument from Rule,L'universelle négative et l'universelle affirmative fondent-elles bien une conclusion particulière négative ?,crossLink_Opposes,La vertu prévient l'invalidité en contrôlant que Felapton tire seulement l'exclusion particulière permise.
118,Syllogisme Disamis,696,Erreur de raisonnement,784;759,784 Syllogisme invalide . 759 Conclusion hâtive,Argument from Rule,La prémisse particulière affirmative et la prémisse universelle affirmative permettent-elles bien la conclusion particulière affirmative ?,crossLink_Opposes,La vertu restaure Disamis en s'assurant que l'existence particulière est transmise selon l'inclusion universelle.
119,Syllogisme Datisi,696,Erreur de raisonnement,784;735,784 Syllogisme invalide . 735 Erreur de quantification,Argument from Rule,L'universelle affirmative et la particulière affirmative soutiennent-elles validement une conclusion particulière affirmative ?,crossLink_Opposes,La vertu prévient l'erreur syllogistique en vérifiant que Datisi conserve correctement la portée particulière.
120,Syllogisme Bocardo,696,Erreur de raisonnement,784;735,784 Syllogisme invalide . 735 Erreur de quantification,Argument from Rule,La prémisse particulière négative et l'universelle affirmative autorisent-elles bien une conclusion particulière négative ?,crossLink_Opposes,La vertu restaure Bocardo en contrôlant que la négation particulière reste correctement rattachée au terme moyen.
121,Syllogisme Ferison,696,Erreur de raisonnement,784;759,784 Syllogisme invalide . 759 Conclusion hâtive,Argument from Rule,L'universelle négative et la particulière affirmative justifient-elles seulement la conclusion particulière négative ?,crossLink_Opposes,La vertu restaure Ferison en empêchant que l'exclusion d'un cas soit généralisée au-delà de ce que les prémisses permettent.
122,Syllogisme de quatrième figure,696,Erreur de raisonnement,784;735,784 Syllogisme invalide . 735 Erreur de quantification,Argument from Rule,La position du terme moyen en quatrième figure permet-elle la conclusion avec la bonne quantité et la bonne qualité ?,crossLink_Opposes,La vertu prévient le syllogisme invalide en imposant l'analyse des distributions propres à la quatrième figure.
123,Syllogisme Camenes,696,Erreur de raisonnement,784;727,784 Syllogisme invalide . 727 Erreur de logique propositionnelle,Argument from Rule,Les deux prémisses universelles de Camenes produisent-elles validement la conclusion universelle attendue ?,crossLink_Opposes,La vertu restaure Camenes en vérifiant que les inclusions et exclusions universelles sont ordonnées sans renversement illégitime.
124,Syllogisme Dimatis,696,Erreur de raisonnement,784;735,784 Syllogisme invalide . 735 Erreur de quantification,Argument from Rule,Deux prémisses affirmatives autorisent-elles bien la conclusion particulière de Dimatis ?,crossLink_Opposes,La vertu prévient l'erreur de quantification en s'assurant que Dimatis conclut seulement à l'existence particulière permise.
125,Syllogisme Fesapo,696,Erreur de raisonnement,784;735,784 Syllogisme invalide . 735 Erreur de quantification,Argument from Rule,Deux prémisses universelles de Fesapo justifient-elles correctement une conclusion particulière négative ?,crossLink_Opposes,La vertu restaure Fesapo en contrôlant que l'exclusion particulière découle de la distribution correcte des termes.
126,Syllogisme Fresison,696,Erreur de raisonnement,784;735,784 Syllogisme invalide . 735 Erreur de quantification,Argument from Rule,L'universelle négative et l'universelle affirmative de Fresison fondent-elles bien une conclusion particulière négative ?,crossLink_Opposes,La vertu prévient le syllogisme invalide en vérifiant que Fresison conserve correctement la négation et la portée particulière.
127,Syllogisme Bamalip,696,Erreur de raisonnement,784;735,784 Syllogisme invalide . 735 Erreur de quantification,Argument from Rule,Deux prémisses universelles affirmatives de Bamalip permettent-elles bien une conclusion particulière affirmative ?,crossLink_Opposes,La vertu restaure Bamalip en empêchant de transformer indûment une relation universelle en conclusion d'une portée non autorisée.
