virtue_pk,virtue_title,prevented_family_pk,prevented_family_name,crossLink_Opposes,opposed_fallacies_readable,AIF_skosDirectRef,AIF_skosMappingType,link_type,justification
213,Principe de non-disqualification,1280,Obstruction,1371;1352,1371 Sophisme génétique . 1352 Empoisonnement du puits,Argument from Bias,L'origine ou l'affiliation invoquée suffit-elle réellement à invalider l'argument ?,crossLink_Opposes,Le principe de non-disqualification empêche l'obstruction en refusant d'écarter une thèse pour sa provenance plutôt que pour ses raisons.
214,Valorisation de la provenance,1280,Obstruction,942;1371,942 Fausse attribution . 1371 Sophisme génétique,Argument from Witness Testimony,La provenance de l'idée est-elle attribuée fidèlement et utilisée de façon pertinente ?,crossLink_Opposes,La valorisation de la provenance prévient l'obstruction en reconnaissant correctement les contributions sans transformer leur origine en disqualification.
215,Collaboration argumentative,1280,Obstruction,1313;1282,1313 Évasion . 1282 Relativisme abusif,Argument from Commitment,Les participants construisent-ils ensemble à partir de leurs engagements communs plutôt que de bloquer l'échange ?,crossLink_Opposes,La collaboration argumentative empêche l'obstruction en orientant les désaccords vers une recherche commune de solutions.
216,Courtoisie dans le désaccord,1280,Obstruction,1398;1352,1398 Attaque personnelle . 1352 Empoisonnement du puits,Argument from Commitment,Le désaccord est-il exprimé de manière compatible avec la poursuite du dialogue ?,crossLink_Opposes,La courtoisie dans le désaccord prévient l'obstruction en permettant la critique sans rompre les conditions d'un échange rationnel.
217,Éviter les attaques personnelles,1280,Obstruction,1398;1352,1398 Attaque personnelle . 1352 Empoisonnement du puits,Argument from Bias,Les traits personnels invoqués sont-ils pertinents pour évaluer l'argument présenté ?,crossLink_Opposes,Éviter les attaques personnelles empêche l'obstruction en recentrant l'évaluation sur les raisons plutôt que sur la personne.
218,Communication non violente,1280,Obstruction,1398;420,1398 Attaque personnelle . 420 Jeu de pouvoir,Argument from Commitment,La réponse respecte-t-elle l'interlocuteur tout en traitant le fond du désaccord ?,crossLink_Opposes,La communication non violente prévient l'obstruction en transformant le conflit en échange écouté et argumenté.
219,Équité dans le dialogue,1280,Obstruction,420;1313,420 Jeu de pouvoir . 1313 Évasion,Argument from Commitment,Chaque participant dispose-t-il d'une possibilité équitable d'exprimer ses engagements ?,crossLink_Opposes,L'équité dans le dialogue empêche l'obstruction en évitant qu'un déséquilibre de parole bloque certaines perspectives.
220,Ne pas interrompre,1280,Obstruction,420;1313,420 Jeu de pouvoir . 1313 Évasion,Argument from Commitment,L'interlocuteur peut-il formuler complètement sa position avant qu'elle soit évaluée ?,crossLink_Opposes,Ne pas interrompre prévient l'obstruction en permettant aux engagements argumentatifs d'être exprimés avant la critique.
221,Ton respectueux,1280,Obstruction,1398;1352,1398 Attaque personnelle . 1352 Empoisonnement du puits,Argument from Commitment,Le ton employé permet-il de poursuivre l'examen rationnel du désaccord ?,crossLink_Opposes,Le ton respectueux empêche l'obstruction en évitant que l'agressivité détourne le débat du contenu argumentatif.
222,Engagement mutuel,1280,Obstruction,1313;1282,1313 Évasion . 1282 Relativisme abusif,Argument from Commitment,Les interlocuteurs restent-ils engagés dans une recherche commune de vérité ou de solution ?,crossLink_Opposes,L'engagement mutuel prévient l'obstruction en faisant du débat une coopération orientée vers la résolution plutôt qu'un évitement.
