Text,Text_en,Text_ru,Text_pt,print_and_play
"*Règles du jeu : de 1 à 8 joueurs*

## Matériel

* 1 paquet de cartes d’argument fallacieux organisées en 7 classes de couleurs,  chacune répartie en 3 ordres puis en 3 familles.
* 1 paquet de cartes de scénario organisés en 7 thèmes identifiables sur leur dos
* 5 cartes mémo
* Règles de jeu
   
## Résumé du jeu

Les joueurs vont tour à tour proposer des arguments autour de scénarii tirés à chaque manche et essayer de se débarasser de leurs cartes en repérant les arguments fallacieux utilisés par les autres joueurs. En plus de reconnaître les arguments fallacieux, les joueurs s'entraînent à éviter d'en commettre.","*Game rules: from 1 to 8 players*

## Material

* 1 pack of fallacious argument cards organized in 7 classes of colors, each divided into 3 orders and then in 3 families.
* 1 package of scenario cards organized in 7 identifiable themes on their back
* 5 Memo cards
* Game rules
   
## Summary of the game

The players will in turn offer arguments around scenarios drawn at each round and try to get rid of their cards by identifying the fallacious arguments used by other players. In addition to recognizing the fallacious arguments, players train to avoid committing them.","*Правила игры: от 1 до 8 игроков*

## Потребуется: 

* 1 колода карт с псевдоаргументами, организованных в 7 классов по цветам, каждый класс включает 3 порядка, каждый порядок - 3 семей.
* 1 колода карт сценариев, разделенная по 7 темам. 
* 5 карт Мемо

* Правила игры
   
## Краткое содержание игры

Игроки по очереди будут предлагать аргументы к ситуациям сценариевкаждого раунда, и попытаются избавиться от своих карт, называя ошибочные аргументы, используемые другими игроками. В дополнение к нахождению ошибочных аргументов, игроки тренируются, чтобы избежать их использования, когда приводят свои аргументы. ","*Regras de jogo: de 1 a 8 jogadores*

## material

* 1 pacote de cartões falaciosos organizados em 7 classes de cores, cada uma dividida em 3 ordens e depois em 3 famílias.
* 1 pacote de cartões de cenário organizados em 7 temas identificáveis ​​nas costas
* 5 cartões de memorando
* Regras do jogo
   
## Resumo do jogo

Os jogadores, por sua vez, oferecerão argumentos em torno de cenários desenhados a cada rodada e tentarão se livrar de suas cartas, identificando os argumentos falaciosos usados ​​por outros jogadores. Além de reconhecer os argumentos falaciosos, os jogadores treinam para evitar cometê -los.",
"## Installation

Selon le nombre de joueurs et le niveau de difficulté voulu, on constitue la pioche des cartes d’argument fallacieux en ajoutant les niveaux indiqués en bas à droite des cartes par ordre croissant. On choisit le nombre maximum de manches de quelques minutes qui seront jouées.

Les cartes d’arguments fallacieux sont mélangées, ainsi que les cartes de scénario. On constitue 2 pioches de cartes de scénario placées au milieu de la table. On distribue à chaque joueur 5 cartes d’argument fallacieux qu’il garde pour lui. Le reste des cartes constitue la pioche. 

Le premier piocheur est celui qui s'est fait influencer en dernier par un appel à l'émotion.","## Facility

Depending on the number of players and the level of difficulty desired, we constitute the draw of the fallacious argument cards by adding the levels indicated at the bottom right of the cards in increasing order. We choose the maximum number of sleeves of a few minutes that will be played.

The fallacious argument cards are mixed, as well as the scenario cards. We constitute 2 picks of scenario cards placed in the middle of the table. Each player is distributed to 5 fallacious argument cards he keeps for him. The rest of the cards are the pick.

The first pickler is the one who was influenced last by a call to emotion.","## Начало игры

В зависимости от количества игроков и желаемого уровня сложности, мы составляем колоду карт с псевдоаргументами, выбрав нужные нам уровни сложности (они указаны в правом нижнем углу карт). Мы договариваемся о том, сколько кругов сыграем. 

Карты с псевдоаргументами перетасованы, также и карты со сценариями. На середину стола мы кладем 2 колоды карт со сценариями. Каждый игрок получает по 5 карт с псевдоаргументами. Остальные карты - колода.

Первый ведущий - тот, которого в последний раз спровоцировали на эмоции.","## Instalação

Dependendo do número de jogadores e do nível de dificuldade desejado, constituímos o sorteio dos cartões de argumento falaciosos, adicionando os níveis indicados no canto inferior direito das cartas em ordem crescente. Escolhemos o número máximo de mangas de alguns minutos que serão reproduzidas.

Os cartões de argumento falaciosos são misturados, bem como os cartões de cenário. Constituímos 2 escolhas de cartas de cenário colocadas no meio da mesa. Cada jogador é distribuído para 5 cartões de argumento falaciosos que ele mantém para ele. O restante dos cartões é a escolha.

O primeiro picador é aquele que foi influenciado por um chamado à emoção.",
"## Déroulé de la manche

### 1.       Le piocheur

Le piocheur tire une carte de scénario parmi les deux pioches disponibles et la lit à voix haute, à l’exception de la dernière phrase en italique au bas de la carte.


### 2.       La ronde des arguments

En commançant par le voisin de gauche du piocheur, chaque joueur doit proposer un argument répondant à l'injonction du scénario. Si un joueur repère une de ses cartes dans les arguments donnés, il donne sa carte à celui qui l'a utilisée et l'écarte de la manche.  
Si un joueur ne trouve plus de nouvel argument au bout de 10 secondes, il pioche une nouvelle carte et est exclu de la manche.


### 3.       Fin de la manche

La manche s'arrête quand il ne reste plus qu'une personne est en jeu. Le voisin de gauche du piocheur devient le nouveau piocheur et tire le scénario de la manche suivante.  ","# Roll of the English Channel

### 1. The peacher

The drawer draws a scenario card from the two picks available and bed aloud, with the exception of the last sentence in italics at the bottom of the card.


### 2. The round of arguments

By comming by the neighbor's left of the peacher, each player must offer an argument responding to the injunction of the scenario. If a player spots one of his cards in the arguments given, he gives his card to the one who used it and spreads it out of the Channel.
If a player no longer finds a new argument after 10 seconds, he draws a new card and is excluded from the Channel.


### 3. End of the round

The sleeve stops when there is only one person left is at stake. The neighbor on the left of the pickler becomes the new pickler and pulls the scenario of the next round.","# Ход партии

### 1. Ведущий

Ведущий берет одну карту сценария в одной из двух колод и вслух читает все, за исключением последнего предложения внизу карты.


### 2. Хоровод аргументов

Начиная с соседа слева от ведущего, каждый игрок должен предложить аргумент, отвечающий на то, что написано в сценарии. Если в приведенных аргументах игрок узнает одну из своих карт, он отдает эту карту тому, кто ее использовал и тот человек выбывает из круга. 
Если игрок не находит новый аргумент за 10 секунд, он берет новую карту из колоды и выбывает из круга.


### 3. Конец раунда

Раунд завершается, когда остается только один игрок. Сосед слева от ведущего становится новым ведущим и вытягивает сценарий следующего раунда.","# Roll of the English Channel

### 1. o pêssego

A gaveta desenha uma carta de cenário das duas escolhas disponíveis e da cama em voz alta, com exceção da última frase em itálico na parte inferior do cartão.


### 2. A rodada de argumentos

Ao chegar à esquerda do vizinho do pêssego, cada jogador deve oferecer um argumento que responda à liminar do cenário. Se um jogador vê uma de suas cartas nos argumentos apresentados, ele dá seu cartão àquele que o usou e o espalha para fora do canal.
Se um jogador não encontrar mais um novo argumento após 10 segundos, ele desenha um novo cartão e é excluído do canal.


### 3. Fim da rodada

A manga para quando há apenas uma pessoa está em jogo. O vizinho à esquerda do picador se torna o novo picador e puxa o cenário da próxima rodada.",
"##       Fin de partie et décompte


Si un joueur arrive à se débarasser de toutes ses cartes, il gagne la partie. 
Sinon la partie s'arrête au bout du nombre de manches initialement prévu. Le vainqueur est celui qui a en main le moins de cartes.","## End of game and count


If a player manages to get rid of all his cards, he wins the game.
Otherwise the game stops at the end of the number of sleeves initially planned. The winner is the one who has the least cards.","## Конец игры и подсчет очков


Если игроку удается избавиться от всех своих карт, он выигрывает игру.
В противном случае игра останавливается, когда сыграно запланированное число раундов. Победитель - тот, у кого меньше всего карт.","## final do jogo e contagem


Se um jogador consegue se livrar de todas as suas cartas, ele vence o jogo.
Caso contrário, o jogo para no final do número de mangas inicialmente planejado. O vencedor é quem tem menos cartas.",
"# Argumentum
## Le moulin à baratin","# Argumentum
## Le Moulin in Baratin","# Argumentum
## Мели, Емеля","# Argumentum
## Le Moulin em Baratin",
"*Règles du jeu : de 2 à 8 joueurs*

## Matériel

* 1 paquet de cartes d’argument fallacieux organisées en 7 classes de couleurs,  chacune répartie en 3 ordres puis en 3 familles.
* 1 paquet de cartes de scénario organisés en 7 thèmes identifiables sur leur dos
* 5 cartes mémo
* Règles de jeu
   
## Résumé du jeu

A chaque manche, sur un scenario tiré au sort, l'un des joueurs trouve en un temps limité le plus grand nombre d'arguments fallacieux illustrant les cartes piochées en séquence.","*Game rules: from 2 to 8 players*

## Material

* 1 pack of fallacious argument cards organized in 7 classes of colors, each divided into 3 orders and then in 3 families.
* 1 package of scenario cards organized in 7 identifiable themes on their back
* 5 Memo cards
* Game rules
   
## Summary of the game

With each round, on a scenario drawn, one of the players finds in a limited time the greatest number of fallacious arguments illustrating the cards drawn in sequence.","*Правила игры: от 2 до 8 игроков*

## Потребуется: 


* 1 колода карт с псевдоаргументами, организованными в 7 классов по цветам, каждый класс включает 3 порядка, каждый порядок - 3 семей.
* 1 колода карт сценариев, разделенная по 7 темам. 
* 5 карт Мемо

* Правила игры
   
## Резюме игры

В каждом раунде по одному сценарию один из игроков за ограниченное время находит наибольшее количество псевдоаргументов, иллюстрирующих карты, которые он последовательно вытягивает.","*Regras de jogo: de 2 a 8 jogadores*

## material

* 1 pacote de cartões falaciosos organizados em 7 classes de cores, cada uma dividida em 3 ordens e depois em 3 famílias.
* 1 pacote de cartões de cenário organizados em 7 temas identificáveis ​​nas costas
* 5 cartões de memorando
* Regras do jogo
   
## Resumo do jogo

A cada rodada, em um cenário desenhado, um dos jogadores encontra em um tempo limitado o maior número de argumentos falaciosos que ilustram as cartas desenhadas em sequência.",
"## Installation

Selon le nombre de joueurs et le niveau de difficulté voulu, on constitue la pioche des cartes d’argument fallacieux en ajoutant les niveaux indiqués en bas à droite des cartes par ordre croissant. On choisit le nombre maximum de manches de 3 minutes par joueur qui seront jouées.

Les cartes d’arguments fallacieux sont mélangées, ainsi que les cartes de scénario. On constitue 2 pioches de cartes de scénario et 1 pioche d’argument fallacieux, placées au milieu de la table. 

Le premier piocheur est celui qui a en dernier concédé un argument à l'usure.","## Facility

Depending on the number of players and the level of difficulty desired, we constitute the draw of the fallacious argument cards by adding the levels indicated at the bottom right of the cards in increasing order. We choose the maximum number of rounds of 3 minutes per player who will be played.

The fallacious argument cards are mixed, as well as the scenario cards. We constitute 2 picks of scenario cards and 1 fallacious argument pick, placed in the middle of the table.

The first pickaxe is the one who has last awarded an argument for wear.","## Начало игры

В зависимости от количества игроков и желаемого уровня сложности, мы составляем колоду карт с псевдоаргументами, выбрав нужные нам уровни сложности (они указаны в правом нижнем углу карт). 

Карты с псевдоаргументами перетасованы, также и карты со сценариями. На середину стола мы кладем 2 колоды карт со сценариями и 1 колоду с псевдоаргументами. ые в середине стола.

Первый ведущий - это тот, кто в последний раз продержался дольше всех. ","## Instalação

Dependendo do número de jogadores e do nível de dificuldade desejado, constituímos o sorteio dos cartões de argumento falaciosos, adicionando os níveis indicados no canto inferior direito das cartas em ordem crescente. Escolhemos o número máximo de rodadas de 3 minutos por jogador que será jogado.

Os cartões de argumento falaciosos são misturados, bem como os cartões de cenário. Constituímos 2 escolhas de cartas de cenário e 1 picada de argumento falaciosa, colocada no meio da mesa.

A primeira picareta é quem premiou uma discussão pela última vez.",
"## Déroulé de la manche

### 1.       Le piocheur

Le piocheur tire une carte de scénario parmi les deux pioches disponibles et la lit à voix haute, à l’exception de la dernière phrase en italique au bas de la carte.


### 2.       La course de vitesse

Le voisin de gauche du piocheur est le baratineur..
On prépare un minuteur de 3 minutes.

Il commence à piocher des cartes d'arguments fallacieux. Pour chaque carte, il doit proposer un argument illustrant la carte pour acter le scénario. S'il y parvient, il remporte la carte, sinon il peut également passer, à raison de 3 jokers par manche, et piocher la suivante.


### 3.       Fin de la manche

La manche s'arrête au bout du temps imparti, Le baratineur obtient en points le nombre de cartes emportées sur la manche. Il devient piocheur de la manche suivante.","# Roll of the English Channel

### 1. The peacher

The drawer draws a scenario card from the two picks available and bed aloud, with the exception of the last sentence in italics at the bottom of the card.


### 2. speed running

The neighbor's left of the pickler is the baratineur.
We are preparing a 3 -minute timer.

He starts drawing fallacious arguments. For each card, he must offer an argument illustrating the card to act the scenario. If it succeeds, he wins the card, otherwise he can also pass, at the rate of 3 jokers per handle, and draw the next one.


### 3. End of the round

The sleeve stops at the end of the time allocated, the baratineur obtains in points the number of cards swept away on the sleeve. He becomes picky of the next round.","# Ход партии

### 1Ведущий

Ведущий берет одну карту сценария в одной из двух колод и вслух читает все, за исключением последнего предложения внизу карты.


### 2.Гонка

Игрок слева от ведущего становится болтуном. Таймер ставится на 3 минуты. 

Болтун начинает по одной брать карты с псевдоаргументами. К каждой карте сценария он должен предложить аргумент, который только что вытащил. Если у него получилось, он забирает карту, если нет, то в течение трех минут у него есть три ""джокера"" (не приведя пример, он может вытазить слудующую карту).

### 3.      Конец раунда

Раунд прекращается, когда время вышло. Болтун получает столько баллов, сколько карт у него оказалось. Он становится ведущим следующего раунда. ","# Roll of the English Channel

### 1. o pêssego

A gaveta desenha uma carta de cenário das duas escolhas disponíveis e da cama em voz alta, com exceção da última frase em itálico na parte inferior do cartão.


### 2. Velocidade em execução

A esquerda do vizinho do picador é o baratineur.
Estamos preparando um cronômetro de 3 minuto.

Ele começa a desenhar argumentos falaciosos. Para cada cartão, ele deve oferecer um argumento que ilustra o cartão para agir o cenário. Se for bem -sucedido, ele vence o cartão, caso contrário, ele também poderá passar, à taxa de 3 brincadeiras por manípulo, e desenhar o próximo.


### 3. Fim da rodada

A manga para no final do tempo alocada, o baratineur obtém em pontos o número de cartas varridas na manga. Ele se torna exigente com a próxima rodada.",
"##       Fin de partie


Le premier joueur arrivant à 20 points emporte la partie

## Variantes

* A chaque carte piochée, après l'argument du baratineur, les autres joueurs peuvent chacun proposer une autre illustration de la carte. Pour chaque nouvelle proposition, l'assemblée vote si elle est jugée meilleure que les précédentes, et l'auteur de la meilleure proposition retenue remporte la carte. 
","##       Game over


The first player arriving at 20 points takes the game

## Variants

* On each drawing card, after the argument of the baratinerer, the other players can each offer another illustration of the card. For each new proposal, the Assembly votes if it is deemed better than the previous ones, and the author of the best proposal retained wins the card.
","##       Конец игры


Первый игрок, набравший на 20 очков, объявляется победителем.

## Варианты

* По каждой вытащенной карте сценария, вслед за болтуном, другие игроки могут предложить свою иллюстрацию карты. Все участники голосованием выбирают лучший ответ. 
","##       Game Over


O primeiro jogador que chega a 20 pontos leva o jogo

## variantes

* Em cada carta de desenho, após o argumento do Baratiner, os outros jogadores podem oferecer outra ilustração do cartão. Para cada nova proposta, a Assembléia vota se for considerada melhor que os anteriores, e o autor da melhor proposta manteve o cartão.
",
"# Argumentum
## La parlote coinchée","# Argumentum
## La Parlote Coinchée","# Argumentum
## Косноязычное красноречие","# Argumentum
## LA Parlote Coinchée",
"*Règles du jeu : 4 joueurs*

## Matériel

* 1 paquet de cartes d’argument fallacieux organisées en 7 classes de couleurs,  chacune répartie en 3 ordres puis en 3 familles. Une sélection de 32 cartes
* 1 paquet de cartes de scénario organisés en 7 thèmes identifiables sur leur dos
* 5 cartes mémo
* Règles de jeu
   
## Résumé du jeu

Dans une succession de manches opposant 2 équipes de 2 joueurs se faisant face, ils se verront distribuer des mains d'arguments fallacieux à utiliser dans une succession de tours sur un scénario tiré au sort.  Le niveau de spécificité des cartes constitue leur force et 2 couleurs dites d'atout peut être jouée à tout moment, et l'emportent sur les autres couleurs. En plus de reconnaître les arguments fallacieux, les joueurs s'entraînent à évaluer le niveau de spécificité des cartes,et à coopérer.","*Game rules: 4 players*

## Material

* 1 pack of fallacious argument cards organized in 7 classes of colors, each divided into 3 orders and then in 3 families. A selection of 32 cards
* 1 package of scenario cards organized in 7 identifiable themes on their back
* 5 Memo cards
* Game rules
   
## Summary of the game

In a succession of sleeves between 2 teams of 2 players facing each other, they will be distributed handsome fallacious arguments to use in a succession of towers on a scenario drawn. The level of specificity of the cards constitutes their strength and 2 so -called asset colors can be played at any time, and prevail over other colors. In addition to recognizing the fallacious arguments, players train to assess the level of specificity of the cards, and to cooperate.","*Правила игры: 4 игрока*

## Потребуется: 


* 1 колода карт с псевдоаргументами, организованными в 7 классов по цветам, каждый класс включает 3 порядка, каждый порядок - 3 семей.
* 1 колода карт сценариев, разделенная по 7 темам. 
* 5 карт Мемо

* Правила игры
   
## Резюме игры

Играется двое надвое. Наугад вытягивается карта сценария. По очереди команды предлагают аргументы, при этом определенный класс аргументов может быть выбран козырем. Такая игра учит не только распознаванию ошибочных аргументов, но и оценке специфики разных типов умозаключений, а также способствует работе в группе. ","*Regras do jogo: 4 jogadores*

## material

* 1 pacote de cartões falaciosos organizados em 7 classes de cores, cada uma dividida em 3 ordens e depois em 3 famílias. Uma seleção de 32 cartões
* 1 pacote de cartões de cenário organizados em 7 temas identificáveis ​​nas costas
* 5 cartões de memorando
* Regras do jogo
   
## Resumo do jogo

Em uma sucessão de mangas entre 2 equipes de 2 jogadores que se enfrentam, eles serão distribuídos por belos argumentos falaciosos para usar em uma sucessão de torres em um cenário desenhado. O nível de especificidade das cartas constitui sua força e 2 cores de ativos chamadas podem ser reproduzidas a qualquer momento e prevalecem sobre outras cores. Além de reconhecer os argumentos falaciosos, os jogadores treinam para avaliar o nível de especificidade dos cartões e cooperar.",
"## Installation

On sélectionne 28 cartes d'arguments fallacieux pour la partie, soit 4 par couleur.

Les cartes d’arguments fallacieux sont mélangées, ainsi que les cartes de scénario. On constitue 2 pioches de cartes de scénario placées au milieu de la table. 

Le premier piocheur est celui qui a menti en dernier.

## Début de la manche

### 1.       Le piocheur

Le piocheur tire une carte de scénario parmi les deux pioches disponibles et la lit à voix haute, à l’exception de la dernière phrase en italique au bas de la carte.
Puis il mélange et distribue les 28 cartes d'arguments fallacieux aux 4 joueurs.","## Facility

We select 28 fallacious arguments cards for the game, 4 per color.

The fallacious argument cards are mixed, as well as the scenario cards. We constitute 2 picks of scenario cards placed in the middle of the table.

The first pickaxe is the one who lied last.","## Начало игры

Мы выбираем 28 карт псевдоаргументов для игры, по 4 каждого цвета.

Карты с псевдоаргументами смешаны, как и карты сценариев. Мы составляем 2 колоды карт сценариев и размещаем на середине стола.

Первый ведущий - тот, кто был последним болтуном.","## Instalação

Selecionamos 28 cartões de argumentos falaciosos para o jogo, 4 por cor.

Os cartões de argumento falaciosos são misturados, bem como os cartões de cenário. Constituímos 2 escolhas de cartas de cenário colocadas no meio da mesa.

A primeira picareta é a que mais se esforçou.",
"### 2.       Les enchères d'atout

A commencer par le voisin de gauche du piocheur, les joueurs choisissent ou non de surenchérir pour désigner les 2 couleurs d'atout de la manche. Les cartes d'atout permettent de l'emporter sur d'autres types de cartes, et valent également plus de point au décompte de la manche.
La mise aux enchères des atout est de 80 et les enchères montent de 10 en 10.

A tout moment, l'un des deux membres d'une équipe peut dire ""je coinche"" et mettre fin aux enchères tout en doublant l'enjeu de la manche.
Quand plus personne ne surenchérit, les deux couleurs d'atout sont désignées pour la manche et la phase de jeu peut commencer.

### 2.       Les tours de jeu

Dans une succession de 7 tours, les joueurs vont confronter chacun 1 carte d'argument fallacieux sur le scenario.
En commençant par le voisin de gauche du piocheur, chaque joueur doit proposer une carte et jouer un argument illustratif répondant à l'injonction du scénario.

Si aucune carte d'atout n'est jouée, la carte au plus grand niveau de profondeur emporte le pli.
Si des atouts sont joués, la carte d'atout du plus faible niveau de profondeur emporte le pli.
Les joueurs dans la même équipe partagent les plis qu'ils remportent.

Pour emporter un pli un joueur doit expliciter un argument correspondant à la carte.
Si aucun joueur ne propose d'argument, la meilleure carte l'emporte.","## Start of the round

### 1. The peacher

The drawer draws a scenario card from the two picks available and bed aloud, with the exception of the last sentence in italics at the bottom of the card.
Then he mixes and distributes the 28 fallacious arguments cards to the 4 players.

### 2. Atout auction

Starting with the neighbor's neighbor's neighbor, players choose or not to outbid to designate the 2 asset colors of the Channel. The asset cards allow you to prevail over other types of cards, and are also worth more points to the round of the Channel.
The auction of the assets is 80 and the auctions go up from 10 to 10.

At any time, one of the two members of a team can say ""I corner"" and put an end to auction while doubling the stake of the Channel.
When no one is overbirth, the two asset colors are designated for the Channel and the game phase can start.


### 2. The playing laps

In a succession of 7 laps, the players will each confront 1 fallacious argument card on the scenario.
By comming by the neighbor's neighbor of the pickler, each player must offer a card and play an illustrative argument responding to the injunction of the scenario.

If no asset card is played, the card at the largest level of depth takes the fold.
If advantages are played, the asset card of the lowest level of depth takes the fold.
The players in the same team share the folds they win.

To take a fold a player must explain an argument corresponding to the card.
If no player offers an argument, the best card wins.




  ","## Начало раунда

### 1. Ведущий

Ведущий берет одну карту сценария в одной из двух колод и вслух читает все, за исключением последнего предложения внизу карты.
Затем он перетасовывает карты и раздает 28 карт с аргументами 4 игрокам.

### 2. Аукцион козырей

Начиная с игрока слева от ведущего, игроки решают, назначить ли две масти козырей. Козырные карты позволяют побить другие карты и приносят больше баллов при подсчете. Базовая ставка - 80, увеличивается за один раз на 10 единиц. В любой момент один из игроков команды может сказать: ""продано!"" и прекратить аукцион, при этом ставка удваивается. Когда игроки перестали повышать ставки, назначаются две козырных масти на раунд, и игра может начаться. 


### 2.       7 туров

В последовательности 7 туров, игроки играют по одной карте аргументов на каждый сценарий. Dans une succession de 7 tours, les joueurs vont confronter chacun 1 carte d'argument fallacieux sur le scenario.
Начиная с игрока слева от ведущего, каждый должен предложить карту аргумента, иллюстрируя его в соответствии с ситуацией сценария. 

Если ни одна козырная карта не сыграна, то выигрывает карта с самым высоким уровнем сложности. 
Если сыграны козыри, то выигрывает козырная карта с самым низким уровнем сложности. Счет ведется не по отдельным игрокам, а по командам. 




  ","## início da rodada

### 1. o pêssego

A gaveta desenha uma carta de cenário das duas escolhas disponíveis e da cama em voz alta, com exceção da última frase em itálico na parte inferior do cartão.
Em seguida, ele mistura e distribui os 28 cartões de argumentos falaciosos para os 4 jogadores.

### 2. Leilão ATOUT

Começando com o vizinho do vizinho, os jogadores escolhem ou não superarem para designar as 2 cores de ativo do canal. Os cartões de ativo permitem que você prevaleça outros tipos de cartões e também vale mais pontos para a rodada do canal.
O leilão dos ativos é de 80 e os leilões sobem de 10 para 10.

A qualquer momento, um dos dois membros de uma equipe pode dizer ""eu esquina"" e acabar com o leilão enquanto dobra a participação do canal.
Quando ninguém está exagerado, as duas cores de ativo são designadas para o canal e a fase do jogo pode começar.


### 2. As voltas de jogo

Em uma sucessão de 7 voltas, os jogadores enfrentarão um cartão de argumento falacioso no cenário.
Ao chegar ao vizinho do vizinho do seqüente, cada jogador deve oferecer uma carta e reproduzir um argumento ilustrativo que responde à liminar do cenário.

Se nenhuma carta de ativo for reproduzida, a carta no maior nível de profundidade levará a dobra.
Se as vantagens forem reproduzidas, a carta de ativo do nível mais baixo de profundidade leva a dobra.
Os jogadores da mesma equipe compartilham as dobras que vencem.

Para fazer uma dobra, um jogador deve explicar um argumento correspondente ao cartão.
Se nenhum jogador oferece uma discussão, a melhor carta vence.




  ",
"### 3.       Décompte de la manche

La manche s'arrête quand tous les plis ont été joués.

On compte alors les points des deux équipes.
Pour les cartes en dehors des couleurs d'atout, chaque carte vaut en point 2 fois son niveau de profondeur.
Pour les cartes à la couleur d'atout, chaque carte vaut 12 - (2 fois son niveau de profondeur)

Si l'équipe qui a gagné les enchères d'atout respecte son contrat avec un score supérieur, elle remporte en points le montant de ses enchères plus les points effectivement remportés.
Si c'est l'autre équipe qui gagne, c'est celle-là qui emporte 160 points plus le montant des enchères qui n'a pas été honoré. 

Si les enchères étaient coinchées, les scores sont doublé.

##       Fin de partie et décompte

L'équipe qui l'emporte est la première à dépasser 1000 points","### 3.

The sleeve stops when all the folds were played.

We then count the points of the two teams.
For cards apart from the asset colors, each card is worth its level of depth twice.
For asset color cards, each card is worth 12 - (2 times its level of depth)

If the team that won the asset auction respects its contract with a higher score, it wins the amount of its auctions more the points actually won.
If it is the other team that wins, it is this which takes 160 points more the amount of auctions which was not honored.

If the auctions were corner, the scores are doubled.

## End of game and count

The team that prevails is the first to exceed 1000 points","### 3.

Рукав останавливается, когда все складки играли.

Затем мы считаем точки двух команд.
Для карт, кроме цветов активов, каждая карта стоит дважды.
Для карт активов каждая карта стоит 12 - (в 2 раза его уровня глубины)

Если команда, которая выиграла аукцион активов, уважает свой контракт с более высоким баллом, она выигрывает сумму своих аукционов больше, что на самом деле выиграло очки.
Если это другая команда, которая выигрывает, то это то, что занимает на 160 баллов больше количества аукционов, которые не были удостоены чести.

Если аукционы были угловыми, результаты удваиваются.

## конец игры и счет

Команда, которая преобладает, является первой, превышающей 1000 баллов","### 3.

A manga para quando todas as dobras foram tocadas.

Em seguida, contamos os pontos das duas equipes.
Para cartões além das cores dos ativos, cada cartão vale o seu nível de profundidade duas vezes.
Para cartões coloridos de ativos, cada cartão vale 12 - (2 vezes o seu nível de profundidade)

Se a equipe que ganhou os leilões de ativos respeita seu contrato com uma pontuação mais alta, ele ganha o valor de seus leilões mais os pontos realmente ganharam.
Se é a outra equipe que vence, é isso que leva 160 pontos a mais a quantidade de leilões que não foi homenageada.

Se os leilões fossem cantos, as pontuações são dobradas.

## final do jogo e contagem

A equipe que prevalece é a primeira a exceder 1000 pontos",
